arm,symbol,direction,signal_i,entry_i,exit_i,signal_time,entry_time,exit_time,entry_price,exit_price,quantity,initial_stop_price,initial_stop_distance,holding_bars,exit_reason,score,leverage,gross_return,net_return,project_net_return,commission_return,pnl,entry_equity,exit_equity,trade_id,gate_arm,period
v9_external_judgment_gate,ETH_USDT_SWAP,long,35073,35074,36560,2023-01-03 23:45:00+00:00,2023-01-04 00:00:00+00:00,2023-01-19 11:30:00+00:00,1214.61,1518.31,0.6956125552571334,1207.4199999999998,7.19,1486,reverse,0.4557719502397446,1.6897959314817335,0.25003910720313516,0.247789068095932,0.24803910720313516,0.0022500391072031354,209.35647956707808,500.0,709.356479567078,allow_all|2023|0,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,short,36559,36560,36572,2023-01-19 11:15:00+00:00,2023-01-19 11:30:00+00:00,2023-01-19 14:30:00+00:00,1518.31,1535.4199999999998,0.4152859976419024,1535.4199999999998,17.11,12,stop,0.2543562565064844,0.88888013466021,-0.011269108416594786,-0.013280377525011381,-0.013269108416594786,0.0020112691084165947,-8.373714729231969,709.356479567078,700.982764837846,allow_all|2023|1,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,short,38598,38599,39152,2023-02-09 17:00:00+00:00,2023-02-09 17:15:00+00:00,2023-02-15 11:30:00+00:00,1627.27,1557.08,0.25873954986213615,1654.36,27.09,553,reverse,0.5395524779309603,0.6006411689758944,0.04313359184400867,0.04117672543585268,0.041133591844008666,0.0019568664081559915,17.337011719219838,700.982764837846,718.3197765570659,allow_all|2023|2,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,long,39151,39152,39924,2023-02-15 11:15:00+00:00,2023-02-15 11:30:00+00:00,2023-02-23 12:30:00+00:00,1557.08,1643.34,0.5206309815500004,1543.28,13.8,772,reverse,0.26999559647836274,1.1285559930389477,0.055398566547640415,0.05334316798109277,0.053398566547640414,0.0020553985665476403,43.24339066253075,718.3197765570659,761.5631672195966,allow_all|2023|3,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,short,39923,39924,39927,2023-02-23 12:15:00+00:00,2023-02-23 12:30:00+00:00,2023-02-23 13:15:00+00:00,1643.34,1670.83,0.277359398413421,1670.83,27.490000000000002,3,stop,0.5179085826997885,0.598500312787951,-0.016728126863582604,-0.018744854990446185,-0.018728126863582606,0.0020167281268635823,-8.543826059824704,761.5631672195966,753.0193411597719,allow_all|2023|4,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,long,40305,40306,40324,2023-02-27 11:45:00+00:00,2023-02-27 12:00:00+00:00,2023-02-27 16:30:00+00:00,1640.82,1626.12,0.5123432755338997,1626.12,14.700000000000001,18,stop,0.3880679540538644,1.1163897756819576,-0.008958935166563098,-0.010949976231396534,-0.010958935166563098,0.001991041064833437,-9.205240890921074,753.0193411597719,743.8141002688508,allow_all|2023|5,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,long,40404,40405,40438,2023-02-28 12:30:00+00:00,2023-02-28 12:45:00+00:00,2023-02-28 21:00:00+00:00,1636.26,1620.76,0.47996883368055826,1620.76,15.5,33,stop,0.36062931795270164,1.0558468890469876,-0.009472822167626127,-0.011463349345458501,-0.011472822167626127,0.001990527177832374,-9.00278501272287,743.8141002688508,734.811315256128,allow_all|2023|6,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,short,40648,40649,41037,2023-03-03 01:30:00+00:00,2023-03-03 01:45:00+00:00,2023-03-07 02:45:00+00:00,1557.0,1573.72,0.15731349074205267,1603.71,46.71,388,reverse,1.0,0.33333333333333337,-0.010738599871547905,-0.012749338471419453,-0.012738599871547905,0.002010738599871548,-3.1227860569430934,734.811315256128,731.6885291991848,allow_all|2023|7,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,long,41036,41037,41084,2023-03-07 02:30:00+00:00,2023-03-07 02:45:00+00:00,2023-03-07 14:30:00+00:00,1573.72,1559.8,0.5258499557925499,1559.8,13.92,47,stop,0.4665720256715236,1.1310011834346707,-0.008845283786188207,-0.01083643850240202,-0.010845283786188207,0.0019911547162138115,-8.96759273810742,731.6885291991848,722.7209364610774,allow_all|2023|8,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,short,41147,41148,41576,2023-03-08 06:15:00+00:00,2023-03-08 06:30:00+00:00,2023-03-12 17:30:00+00:00,1554.07,1511.19,0.42731381909945576,1570.98,16.91,428,reverse,0.46122713426804673,0.9188547796880593,0.027592064707509856,0.025619656772217364,0.025592064707509854,0.0019724079352924904,17.013388605851794,722.7209364610774,739.7343250669292,allow_all|2023|9,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,long,41575,41576,42779,2023-03-12 17:15:00+00:00,2023-03-12 17:30:00+00:00,2023-03-25 06:15:00+00:00,1511.19,1747.39,0.17269997578465954,1468.3200000000002,42.87,1203,reverse,0.8822324803437426,0.3528056865313188,0.15630066371535012,0.15414436305163476,0.15430066371535012,0.0021563006637153504,40.228977593244196,739.7343250669292,779.9633026601733,allow_all|2023|10,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,short,42778,42779,42850,2023-03-25 06:00:00+00:00,2023-03-25 06:15:00+00:00,2023-03-26 00:00:00+00:00,1747.39,1745.64261,0.3782630362250931,1768.0200000000002,20.63,71,stop,0.28689329120344753,0.8474412124455407,0.0010000000000000009,-0.0009989999999999995,-0.0009999999999999992,0.0019990000000000003,-0.6603120738224958,779.9633026601733,779.3029905863508,allow_all|2023|11,allow_all,2023
v9_external_judgment_gate,ETH_USDT_SWAP,long,42944,42945,42969,2023-03-26 23:30:00+00:00,2023-03-26 23:45:00+00:00,2023-03-27 05:45:00+00:00,1777.61,1752.79,0.31392078089263875,1752.79,24.82,24,stop,0.5165447873232187,0.7160613087121614,-0.01396256771732829,-0.01594860514961096,-0.01596256771732829,0.001986037432282672,-8.899779706618647,779.3029905863508,770.4032108797321,allow_all|2023|12,allow_all,2023
