fold,variant,timeframe_min,side,seed,seed_pairs,seed_matched_pairs,seed_mean_net_r_difference,seed_mean_net_return_difference,seed_match_rate
development,C,30,1,59,116,116,0.15522647299364262,0.010694621344200302,1.0
development,C,30,1,60,116,116,0.08474530285846078,0.005242525088077679,1.0
development,C,30,1,61,116,116,-0.36930120570004105,-0.006955399703503929,1.0
development,C,30,1,62,116,115,0.25316756961226033,0.016359979964204855,0.9913793103448276
development,C,30,1,63,116,115,0.31009428048916576,0.015248463661652051,0.9913793103448276
development,C,30,1,64,116,116,0.29353749927916933,0.012716950505431764,1.0
development,C,30,1,65,116,115,-0.1075808830721001,0.006248063994256044,0.9913793103448276
development,C,30,1,66,116,114,-0.3783425270835342,-0.0011362333819056392,0.9827586206896551
development,C,30,1,67,116,116,0.23082044482179925,0.007623072653151563,1.0
development,C,30,1,68,116,114,0.1627716591472011,0.014041251843931506,0.9827586206896551
development,C,30,1,69,116,115,0.5131117522754092,0.014205463015854528,0.9913793103448276
development,C,30,1,70,116,115,0.011188188914841144,0.007025792925157115,0.9913793103448276
development,C,30,1,71,116,115,0.09398129065569732,0.008323481453935357,0.9913793103448276
development,C,30,1,72,116,116,-0.0059085288910129255,0.004240712328176284,1.0
development,C,30,1,73,116,116,0.5451503131367337,0.01784111208438156,1.0
development,C,30,1,74,116,115,0.010935716989537518,0.005266151841355194,0.9913793103448276
development,C,30,1,75,116,115,0.31227362072198545,0.01277731393651241,0.9913793103448276
development,C,30,1,76,116,114,0.17811786640889013,0.011147897559988662,0.9827586206896551
development,C,30,1,77,116,114,0.26160296681252954,0.012890146518915383,0.9827586206896551
development,C,30,1,78,116,116,-0.0005855207240775282,0.004696489978070425,1.0
development,C,30,1,79,116,116,0.05457842259284433,0.01129171829666583,1.0
development,C,30,1,80,116,115,0.3352959179680598,0.014162686465087653,0.9913793103448276
development,C,30,1,81,116,115,0.3072403761133571,0.0073696716653095925,0.9913793103448276
development,C,30,1,82,116,115,0.31575807330672695,0.009894207504978296,0.9913793103448276
development,C,30,1,83,116,115,0.273313770711599,0.013965492202325784,0.9913793103448276
development,C,30,1,84,116,115,0.10526172948528324,0.00632175467171287,0.9913793103448276
development,C,30,1,85,116,116,-0.19477983863127984,0.005846632691508364,1.0
development,C,30,1,86,116,116,0.3053899660189996,0.014117601703520133,1.0
development,C,30,1,87,116,114,0.5572025960409916,0.015546281915568928,0.9827586206896551
development,C,30,1,88,116,115,0.29149683075611027,0.0111885785788458,0.9913793103448276
development,C,30,1,89,116,113,0.1995699454575558,0.011195711299784845,0.9741379310344828
development,C,30,1,90,116,115,-0.1427815616723927,0.006832010553300849,0.9913793103448276
development,C,30,1,91,116,116,0.325462579786129,0.012044976591874573,1.0
development,C,30,1,92,116,115,0.4033131801510636,0.015375409152007602,0.9913793103448276
development,C,30,1,93,116,116,0.3796519612322732,0.012316392531524849,1.0
development,C,30,1,94,116,116,0.08331320594656401,0.009219608964496449,1.0
development,C,30,1,95,116,116,0.5866407555468705,0.014454661164878596,1.0
development,C,30,1,96,116,115,0.022400875104174822,0.005446916587718798,0.9913793103448276
development,C,30,1,97,116,116,0.49835312880583227,0.013010963887302744,1.0
development,C,30,1,98,116,115,0.20320645825983105,0.01473806030777369,0.9913793103448276
development,C,60,-1,0,54,54,-0.3739456441171025,-0.006684889532837731,1.0
development,C,60,-1,1,54,54,0.01209317409972254,0.004967067362857193,1.0
development,C,60,-1,2,54,54,-0.15951030388944168,-0.006486259501745752,1.0
development,C,60,-1,3,54,54,0.1898694946330924,0.005560302106869503,1.0
development,C,60,-1,4,54,54,0.025653650397937648,0.0071865342022210295,1.0
development,C,60,-1,5,54,54,-0.19018122184648356,0.0024782346522457346,1.0
development,C,60,-1,6,54,54,0.417461244431888,0.01835017635085676,1.0
development,C,60,-1,7,54,54,0.12768390288542128,0.0059157549906600675,1.0
development,C,60,-1,8,54,54,-0.517147093625091,-0.013833207178036778,1.0
development,C,60,-1,9,54,54,0.05106528856260449,-0.002705970960804538,1.0
development,C,60,-1,10,54,54,0.1220787947726375,0.011982828946216217,1.0
development,C,60,-1,11,54,54,0.19854597990675085,0.0031864037012182015,1.0
development,C,60,-1,12,54,54,0.08042884221974951,0.0033485386455487866,1.0
development,C,60,-1,13,54,54,-0.15130952763651695,0.0024776917781662196,1.0
development,C,60,-1,14,54,54,0.11785542290552214,0.0018780043131353525,1.0
development,C,60,-1,15,54,54,-0.22885964921554075,-0.002567617737138974,1.0
development,C,60,-1,16,54,54,0.12528446729066017,0.0023609546811405144,1.0
development,C,60,-1,17,54,54,-0.1773950683951058,-0.005316201519377044,1.0
development,C,60,-1,18,54,54,0.19937457922528365,0.013866478005515104,1.0
development,C,60,-1,19,54,54,0.3135495924114138,0.011523883923188557,1.0
development,C,60,-1,20,54,54,-0.004293982627411103,-0.0014726649416160306,1.0
development,C,60,-1,21,54,54,0.031139714638025423,0.006232551784999353,1.0
development,C,60,-1,22,54,54,-0.0748227107563205,-0.0004545095611521212,1.0
development,C,60,-1,23,54,54,-0.02807219619866712,0.00044894959648682437,1.0
development,C,60,-1,24,54,54,-0.08369585863521743,-0.0017461957297842847,1.0
development,C,60,-1,25,54,54,0.1333524106446013,0.0011741319814492274,1.0
development,C,60,-1,26,54,54,-0.4394876490549257,-0.007147042978601583,1.0
development,C,60,-1,27,54,54,0.39608023488358896,0.010078634675731439,1.0
development,C,60,-1,28,54,54,-0.09883182317555884,-0.0030090478556068214,1.0
development,C,60,-1,29,54,54,0.3442173111306385,0.006833093756087628,1.0
development,C,60,-1,30,54,54,-0.15079941939919828,-0.008120332219142427,1.0
development,C,60,-1,31,54,54,-0.21349242018800593,-0.0017264236879195969,1.0
development,C,60,-1,32,54,54,-0.14338495117706446,-0.00355204763674713,1.0
development,C,60,-1,33,54,54,0.438629111276403,0.01408646761486172,1.0
development,C,60,-1,34,54,54,0.11793530645524032,-0.00523201675423194,1.0
development,C,60,-1,35,54,54,0.14396566830928278,0.007654933512210001,1.0
development,C,60,-1,36,54,54,0.1305853232596601,-0.00031825472505531447,1.0
development,C,60,-1,37,54,54,0.2862239155041555,0.009777139217839827,1.0
development,C,60,-1,38,54,54,0.1575329876011528,0.00068055838671888,1.0
development,C,60,-1,39,54,54,-0.11326167308021308,-0.0016257466542672684,1.0
development,C,60,-1,40,54,54,-0.31113181307991583,-0.0024934844838809694,1.0
development,C,60,-1,41,54,54,0.14666010781147262,0.004495274626360234,1.0
development,C,60,-1,42,54,54,-0.13983903028740438,-0.002471248815771061,1.0
development,C,60,-1,43,54,54,0.19006201399526046,0.012203341354671089,1.0
development,C,60,-1,44,54,54,0.27506375951502104,0.013879684237275676,1.0
development,C,60,-1,45,54,54,0.19719574206931026,0.00478342596515639,1.0
development,C,60,-1,46,54,54,0.003612008642111502,-0.0017335332791939663,1.0
development,C,60,-1,47,54,54,0.09570756120396358,-0.0007146788204235218,1.0
development,C,60,-1,48,54,54,-0.03197085445844258,-6.1839692227652e-05,1.0
development,C,60,-1,49,54,54,0.2471000066742635,0.005338285787222063,1.0
development,C,60,-1,50,54,54,-0.4569150912632096,-0.009096568903484516,1.0
development,C,60,-1,51,54,54,0.21567505271764492,0.0056768645075031265,1.0
development,C,60,-1,52,54,54,-0.19665626299693825,-0.0027863570398742477,1.0
development,C,60,-1,53,54,54,-0.6621946553939753,-0.022825546161091365,1.0
development,C,60,-1,54,54,54,-0.3767650029005515,-0.009210282277145772,1.0
development,C,60,-1,55,54,54,0.12919435440588714,0.005439633785323161,1.0
development,C,60,-1,56,54,54,0.1814239883738084,0.003340681011206135,1.0
development,C,60,-1,57,54,54,0.31028944558547605,0.0018753736861234955,1.0
development,C,60,-1,58,54,54,0.0574448623685346,0.004812857819418279,1.0
development,C,60,-1,59,54,54,-0.06952073607539523,0.004862689085066136,1.0
development,C,60,-1,60,54,54,-0.7073580745660654,-0.009751663353794774,1.0
development,C,60,-1,61,54,54,0.14930935505551246,0.004079206408786659,1.0
development,C,60,-1,62,54,54,0.2603197598911125,0.008368025979813457,1.0
development,C,60,-1,63,54,54,0.1775614988911022,0.0020730392666124917,1.0
development,C,60,-1,64,54,54,0.1481363956541657,0.006651914737848872,1.0
development,C,60,-1,65,54,54,0.1307711598808472,0.0018083736871999528,1.0
development,C,60,-1,66,54,54,0.21978127268442046,-0.00032521623376196256,1.0
development,C,60,-1,67,54,54,0.04751819555615254,0.0060443440494933436,1.0
development,C,60,-1,68,54,54,0.020807871358343794,0.0005556137718602178,1.0
development,C,60,-1,69,54,54,-0.01917737415791979,0.0014736193150430828,1.0
development,C,60,-1,70,54,54,-0.18988400831817728,0.0003010862529800148,1.0
development,C,60,-1,71,54,54,0.06897644438642338,0.0004420924279622725,1.0
development,C,60,-1,72,54,54,0.4967778593078775,0.017972948635298983,1.0
development,C,60,-1,73,54,54,0.209357660085457,0.008227941371160473,1.0
development,C,60,-1,74,54,54,-0.06839479337773445,0.0023206523371612675,1.0
development,C,60,-1,75,54,54,0.01982837726200761,0.005945297658277787,1.0
development,C,60,-1,76,54,54,0.4274914533059175,0.00405621439562824,1.0
development,C,60,-1,77,54,54,-0.3595245076928351,-0.01621144679381685,1.0
development,C,60,-1,78,54,54,0.24478996642717338,0.004785666575960535,1.0
development,C,60,-1,79,54,54,0.32732630966152054,0.012652214383299228,1.0
development,C,60,-1,80,54,54,-0.0044177513171695035,-0.0016231293995415373,1.0
development,C,60,-1,81,54,54,0.15669018011692637,0.005942277838785921,1.0
development,C,60,-1,82,54,54,0.1347147305648697,0.0008000318927029413,1.0
development,C,60,-1,83,54,54,0.20404615219977582,0.008546723236818701,1.0
development,C,60,-1,84,54,54,0.48525023848791554,0.016434629128048574,1.0
development,C,60,-1,85,54,54,-0.07708166451556567,0.004013643566107391,1.0
development,C,60,-1,86,54,54,0.2537480292154027,0.0014345268475444506,1.0
development,C,60,-1,87,54,54,0.3295530625901634,0.012244798446464015,1.0
development,C,60,-1,88,54,54,0.18177984432534572,0.009596078890098695,1.0
development,C,60,-1,89,54,54,0.3439655858934142,0.011283316320694873,1.0
development,C,60,-1,90,54,54,-0.006765274692269519,-0.0013878804786488336,1.0
development,C,60,-1,91,54,54,0.029026265041309392,0.00044696098690476146,1.0
development,C,60,-1,92,54,54,0.2901024898800134,0.006995839013369725,1.0
development,C,60,-1,93,54,54,0.00797880992552498,0.003641348227788464,1.0
development,C,60,-1,94,54,54,-0.13451175788360228,-0.006561514578330308,1.0
development,C,60,-1,95,54,54,0.17103333101594298,0.0072873703040992905,1.0
development,C,60,-1,96,54,54,-0.09350685926196484,0.0001861099813557031,1.0
development,C,60,-1,97,54,54,-0.28962649340208757,-0.002212995498400946,1.0
development,C,60,-1,98,54,54,0.12607384929642004,0.005005569527591682,1.0
development,C,60,1,0,66,65,-0.7869728803048511,-0.017572332025473026,0.9848484848484849
development,C,60,1,1,66,66,0.33566830879061893,0.016206644146683397,1.0
development,C,60,1,2,66,66,0.2541007602804842,0.01195907366608418,1.0
development,C,60,1,3,66,65,-0.4341400251182513,-0.0067931250409538875,0.9848484848484849
development,C,60,1,4,66,66,-0.023041783429843078,0.0007846025341165167,1.0
development,C,60,1,5,66,66,-0.11450288777569309,-0.010566890153961723,1.0
development,C,60,1,6,66,65,-0.6764917126926808,-0.01158876991330971,0.9848484848484849
development,C,60,1,7,66,66,0.2579951706077929,0.008840823623125618,1.0
development,C,60,1,8,66,65,-0.17749284314000816,0.0008483264683706002,0.9848484848484849
development,C,60,1,9,66,65,-0.5333998957112915,-0.01959590320554213,0.9848484848484849
development,C,60,1,10,66,64,0.05565752516713726,0.009727166461940577,0.9696969696969697
development,C,60,1,11,66,65,-0.6863444673013992,-0.011797218951739573,0.9848484848484849
development,C,60,1,12,66,66,0.010007976749174892,0.003034743097466245,1.0
development,C,60,1,13,66,66,0.09776480135614143,0.007025501440844331,1.0
development,C,60,1,14,66,66,-0.5193293182403469,-0.011017427870030154,1.0
development,C,60,1,15,66,65,-0.2260886316960805,-0.0030119161590797475,0.9848484848484849
development,C,60,1,16,66,65,-0.6133804095859411,-0.016406969009989066,0.9848484848484849
development,C,60,1,17,66,66,0.09061355281965366,0.0034361496008155027,1.0
development,C,60,1,18,66,65,0.029357798511601137,0.012811830538855422,0.9848484848484849
development,C,60,1,19,66,66,-0.046235829293543786,0.001088598345235824,1.0
development,C,60,1,20,66,65,-0.6784565490007328,-0.01659635418282932,0.9848484848484849
development,C,60,1,21,66,66,-0.5895353339764234,-0.005169329336746814,1.0
development,C,60,1,22,66,66,-0.5279777749828111,-0.0011115230589738075,1.0
development,C,60,1,23,66,65,-0.09146714367088096,-0.010541242367677017,0.9848484848484849
development,C,60,1,24,66,66,-0.4031853541126455,-0.004881925983499828,1.0
development,C,60,1,25,66,64,-0.8074659452105605,-0.01099672468249564,0.9696969696969697
development,C,60,1,26,66,65,-0.48522797823315367,-0.015115543946656769,0.9848484848484849
development,C,60,1,27,66,65,-0.9721917702717032,-0.009468072087270393,0.9848484848484849
development,C,60,1,28,66,65,-0.6320803971099285,-0.01571042785778918,0.9848484848484849
development,C,60,1,29,66,66,-0.23705338508256435,0.001703460925051135,1.0
development,C,60,1,30,66,65,-0.5726097941412348,-0.012831896148497595,0.9848484848484849
development,C,60,1,31,66,66,0.09311517118016109,0.006881312473021468,1.0
development,C,60,1,32,66,65,-0.42167990665399,-0.006162935770185186,0.9848484848484849
development,C,60,1,33,66,66,-0.43428075450844034,-0.0024469796241288026,1.0
development,C,60,1,34,66,66,0.20131200292528778,0.007528160278466469,1.0
development,C,60,1,35,66,66,0.052124153305340454,0.005186803739173336,1.0
development,C,60,1,36,66,65,-0.3466780080544952,-0.013421348960873563,0.9848484848484849
development,C,60,1,37,66,65,-0.49468286270118517,-0.0023974866226735177,0.9848484848484849
development,C,60,1,38,66,65,-0.1985850579522721,-4.1912527172658027e-05,0.9848484848484849
development,C,60,1,39,66,66,0.31119979235696327,0.0105531199833072,1.0
development,C,60,1,40,66,64,0.3137545239076048,0.008514901939517438,0.9696969696969697
development,C,60,1,41,66,66,-0.2080321871392951,-0.0016308106635152825,1.0
development,C,60,1,42,66,66,0.014165464263742942,0.0036072321511719458,1.0
development,C,60,1,43,66,66,-0.7142689246658126,-0.01852182086792348,1.0
development,C,60,1,44,66,66,-0.015383429883795515,0.007347226006384734,1.0
development,C,60,1,45,66,65,-0.8077651246180152,-0.0067690492633611056,0.9848484848484849
development,C,60,1,46,66,65,0.1292752363087391,0.008504783283596615,0.9848484848484849
development,C,60,1,47,66,65,0.0882088413233819,0.005968125865112642,0.9848484848484849
development,C,60,1,48,66,66,-0.7128523576579442,-0.02063904755264462,1.0
development,C,60,1,49,66,66,-0.7342868842646656,-0.02388035979087834,1.0
development,C,60,1,50,66,65,-0.8988851214220909,-0.027489631411816796,0.9848484848484849
development,C,60,1,51,66,65,0.09848778021934464,0.006837763225482509,0.9848484848484849
development,C,60,1,52,66,66,-0.2537463190652521,-0.009699811834111779,1.0
development,C,60,1,53,66,65,-0.06887679536523382,0.006655817528317044,0.9848484848484849
development,C,60,1,54,66,66,-0.0764626394818745,0.003460188626718287,1.0
development,C,60,1,55,66,65,-0.1253696863859502,-0.01292279544678439,0.9848484848484849
development,C,60,1,56,66,65,-0.24551439689928,0.0055244052333552765,0.9848484848484849
development,C,60,1,57,66,66,-0.561950639582398,-0.011146558986775716,1.0
development,C,60,1,58,66,66,-0.038822494253080514,-0.0010713128743151457,1.0
development,C,60,1,59,66,65,-0.3137832232239807,-0.006251928517319445,0.9848484848484849
development,C,60,1,60,66,66,-0.01718929237995474,0.003221195979203523,1.0
development,C,60,1,61,66,66,-0.35195146973759006,-0.01368052251541596,1.0
development,C,60,1,62,66,65,0.18894807157416196,0.006922684433119238,0.9848484848484849
development,C,60,1,63,66,66,-0.31766855827087187,-0.011592157656666598,1.0
development,C,60,1,64,66,65,-0.11426707342962401,0.00663436620156733,0.9848484848484849
development,C,60,1,65,66,65,-0.5226250731591601,-0.017732832261861158,0.9848484848484849
development,C,60,1,66,66,65,0.06486848941826255,0.0013271047616917415,0.9848484848484849
