source,symbol,signal_time,detected_at,status,score,threshold,model_path,dataset_sha256,signal_i,entry_time,entry_price,maker_filled,outcome,label,exit_offset,exit_time,realized_ret,atr_pct,dense_run_len,tier,size_mult
okx,UB_USDT_SWAP,2026-07-20 09:45:00+00:00,2026-07-20T13:56:25.289231+00:00,closed,0.0258131598262111,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1985,2026-07-20 10:00:00+00:00,0.09265,True,tp,1,14,2026-07-20 13:30:00+00:00,0.063973340834907,0.0127932873480555,0,,
okx,PEPE_USDT_SWAP,2026-07-20 10:45:00+00:00,2026-07-20T23:26:45.574497+00:00,closed,0.0209488688999733,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1950,2026-07-20 11:00:00+00:00,2.869e-06,True,sl,0,14,2026-07-20 14:30:00+00:00,-0.0122124501656755,0.0061083541710814,0,,
okx,SPX_USDT_SWAP,2026-07-20 11:45:00+00:00,2026-07-20T20:57:00.017914+00:00,closed,0.0240431155304545,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1964,2026-07-20 12:00:00+00:00,0.349,True,tp,1,18,2026-07-20 16:30:00+00:00,0.0376388123439805,0.0075277624687961,0,,
okx,PIEVERSE_USDT_SWAP,2026-07-20 13:15:00+00:00,2026-07-21T00:11:50.142966+00:00,closed,0.0235738650252058,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1957,2026-07-20 13:30:00+00:00,0.6452,True,tp,1,19,2026-07-20 18:15:00+00:00,0.0317654905326154,0.0063540829302878,0,,
okx,KITE_USDT_SWAP,2026-07-20 13:30:00+00:00,2026-07-20T19:05:32.449641+00:00,closed,0.0247529391550884,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1979,2026-07-20 13:45:00+00:00,0.11235,True,tp,1,12,2026-07-20 16:45:00+00:00,0.0497092604252256,0.0099409672637488,0,,
okx,ZRX_USDT_SWAP,2026-07-20 14:30:00+00:00,2026-07-20T22:26:36.336972+00:00,closed,0.0202322275626032,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1969,2026-07-20 14:45:00+00:00,0.08506,True,tp,1,11,2026-07-20 17:30:00+00:00,0.0321806566789515,0.006431594589078,0,,
okx,SOON_USDT_SWAP,2026-07-20 15:30:00+00:00,2026-07-21T04:42:50.984707+00:00,closed,0.0222857669426456,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1948,2026-07-20 15:45:00+00:00,0.1612,False,tp,1,51,2026-07-21 04:30:00+00:00,0.0323108601452299,0.0064621720290459,0,q90_q95,1.0
okx,MMT_USDT_SWAP,2026-07-20 16:15:00+00:00,2026-07-20T22:41:37.965682+00:00,closed,0.0214116078599175,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1975,2026-07-20 16:30:00+00:00,0.1813,True,sl,0,61,2026-07-21 07:45:00+00:00,-0.0167090699232496,0.0083545349616248,0,,
okx,S_USDT_SWAP,2026-07-20 19:00:00+00:00,2026-07-21T00:26:35.649549+00:00,closed,0.0208669814931163,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1979,2026-07-20 19:15:00+00:00,0.02421,True,tp,1,9,2026-07-20 21:30:00+00:00,0.0304125888642252,0.0060774971225991,0,,
okx,KORU_USDT_SWAP,2026-07-21 03:45:00+00:00,2026-07-21T04:57:34.059704+00:00,closed,0.0323289972960699,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1996,2026-07-21 04:00:00+00:00,20.51,True,sl,0,6,2026-07-21 05:30:00+00:00,-0.0387080333032591,0.0193540166516295,0,q95_q99,1.5
okx,ROBO_USDT_SWAP,2026-07-21 03:45:00+00:00,2026-07-21T05:12:57.262011+00:00,closed,0.0310429211083236,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1995,2026-07-21 04:00:00+00:00,0.01194,True,sl,0,18,2026-07-21 08:30:00+00:00,-0.0177975839727155,0.0088987919863577,0,q95_q99,1.5
okx,KGEN_USDT_SWAP,2026-07-21 05:30:00+00:00,2026-07-21T06:12:35.710373+00:00,closed,0.0255309743957057,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1998,2026-07-21 05:45:00+00:00,0.1807,True,sl,0,10,2026-07-21 08:15:00+00:00,-0.022737134278127,0.0113811638893561,0,q95_q99,1.5
okx,ONE_USDT_SWAP,2026-07-21 14:15:00+00:00,2026-07-21T14:42:30.345765+00:00,closed,0.0509362503345795,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1999,2026-07-21 14:30:00+00:00,0.00158,True,sl,0,7,2026-07-21 16:15:00+00:00,-0.0655660452976234,0.0327830226488116,0,q99_plus,2.0
okx,RAVE_USDT_SWAP,2026-07-21 19:30:00+00:00,2026-07-21T19:57:29.502627+00:00,closed,0.0219553738111543,0.0202214184738154,models/frozen_tp5_sl2_swap_yolo_v11_reg_20260718.txt,ffc2be68faf45cc9df2e5baae19f7029889f131008a4c941824fa4c8913bc2dd,1999,2026-07-21 19:45:00+00:00,0.2895,False,sl,0,17,2026-07-22 00:00:00+00:00,-0.0195014182078975,0.0097473421463852,0,q90_q95,1.0
