signal_i,signal_time,side,pre_pairwise_cross_count,pre_pairwise_cross_breadth,pre_bandwidth_atr_mean,pre_bandwidth_atr_max,atr_release_ratio,oscillator_score,pre_cross_imbalance,current_alignment,directional_order_entropy,breakout_distance_atr,slope_coherence,signed_mean_slope_atr,dense_start_score,pre_directional_cross_count,pre_opposite_cross_count,training_eligible,passes_dense_l0,passes_dense_l1,passes_dense_l2,passes_dense_l3,selected_profile,selected_gate_pass,outcome_label_included
29677,2022-11-08 18:45:00+00:00,short,4.0,2.0,2.3512855552776353,4.896939736500066,1.2459388011281503,2.6927649515661396,0.0,12.0,0.0,3.035192124215506,1.0,0.12530962294835019,0.7905446527951479,1.0,1.0,False,True,True,True,False,dense_l1,True,False
30006,2022-11-12 05:00:00+00:00,short,6.0,4.0,0.7496096641582429,0.9074456262236466,1.055663016905799,0.2111855126355373,2.0,5.0,0.9798687566511528,1.897502956442241,1.0,0.06046740638766133,0.7913055380405959,4.0,2.0,False,False,False,False,False,dense_l1,False,False
30483,2022-11-17 04:15:00+00:00,short,2.0,2.0,2.922082286954586,3.1525787253144566,1.0787111093256063,1.0044703798424603,-1.0,11.0,0.41381685030363385,1.4205441049625342,1.0,0.09268490930237938,0.5334298695447848,0.0,1.0,False,True,True,False,False,dense_l1,True,False
30918,2022-11-21 17:00:00+00:00,short,5.0,4.0,2.8467387708462546,3.638561975937554,1.1419870947071764,1.7650564443641503,-1.0,11.0,0.41381685030363385,1.5146578009208973,1.0,0.06933807260494562,0.7001006057481964,1.0,2.0,False,True,True,False,False,dense_l1,True,False
31492,2022-11-27 16:30:00+00:00,long,9.0,8.0,0.6015877434390885,0.6691090764264713,0.9964246798391933,0.3512225174451739,2.0,11.0,0.41381685030363385,0.9047584592385448,0.8333333333333334,0.035279698573382194,0.8276419338682948,4.0,2.0,False,True,True,True,True,dense_l1,True,False
31619,2022-11-29 00:15:00+00:00,short,1.0,1.0,2.563335189535211,2.6901359636979683,1.1307127377646857,0.7415711332377856,1.0,11.0,0.41381685030363385,1.1213863831217294,1.0,0.06341197427838481,0.6081812331871053,1.0,0.0,False,True,False,False,False,dense_l1,False,False
31697,2022-11-29 19:45:00+00:00,long,2.0,2.0,4.1164773614349075,4.239013124860624,0.9403740711658835,0.28161860182384885,-1.0,11.0,0.41381685030363385,0.8276277835064276,1.0,0.07668309474762268,0.4344437161702668,0.0,1.0,False,False,False,False,False,dense_l1,False,False
31782,2022-11-30 17:00:00+00:00,long,5.0,3.0,5.221209478847349,5.636169072091797,1.0491805462415393,0.2110248506447813,-2.0,10.0,0.6500224216483541,0.6183876815603083,1.0,0.06019649993701093,0.5557239394775391,0.0,2.0,False,False,False,False,False,dense_l1,False,False
31940,2022-12-02 08:30:00+00:00,long,2.0,2.0,1.6084714216474953,1.8146781744774108,1.0421431418679117,0.16863741938991028,1.0,2.0,0.6500224216483541,-0.07189405129518085,0.8333333333333334,0.022731372787901927,0.5244291767229982,1.0,0.0,False,False,False,False,False,dense_l1,False,False
32312,2022-12-06 05:30:00+00:00,short,3.0,3.0,4.614556834861509,4.853858023511535,0.9972566607158774,0.3549244687774615,-1.0,11.0,0.41381685030363385,1.0988192266952774,1.0,0.07613681346732969,0.5054901949872702,0.0,1.0,False,False,False,False,False,dense_l1,False,False
32329,2022-12-06 09:45:00+00:00,short,3.0,3.0,4.410362880461148,4.82168157323146,1.016393901071307,0.21675246660500655,0.0,12.0,0.0,1.2044457133389732,1.0,0.06289680562062182,0.5731220505552803,1.0,1.0,False,False,False,False,False,dense_l1,False,False
32414,2022-12-07 07:00:00+00:00,short,2.0,2.0,1.5466978847754118,2.1752923482118334,1.6074040451437321,0.8806134598937487,2.0,8.0,0.9182958340544896,4.639221000324579,1.0,0.10290369967900849,0.73666471553487,2.0,0.0,False,True,True,True,False,dense_l1,True,False
32489,2022-12-08 01:45:00+00:00,short,6.0,3.0,3.1772922882164116,3.6317639690325425,1.0790660811273596,0.2446989521515617,2.0,12.0,0.0,0.606017662373243,1.0,0.057976083425892715,0.7562583593038071,2.0,0.0,False,True,False,False,False,dense_l1,False,False
32503,2022-12-08 05:15:00+00:00,short,1.0,1.0,2.3780454906427213,2.9825584141717356,0.9034008848895426,0.2394677075959389,0.0,12.0,0.0,0.34174807571390986,1.0,0.049839857545164234,0.46117845606454855,0.0,0.0,False,True,False,False,False,dense_l1,False,False
32839,2022-12-11 17:15:00+00:00,long,8.0,5.0,0.7531668580657986,0.9306826127344107,1.0003436133416819,0.4476609019011713,-2.0,11.0,0.41381685030363385,0.9188985835616166,1.0,0.036533430443409114,0.7466474883159895,0.0,2.0,False,False,False,False,False,dense_l1,False,False
33002,2022-12-13 10:00:00+00:00,long,4.0,4.0,2.917376001640276,3.79529163467195,1.3819925292022819,0.6735971311244145,-2.0,11.0,0.41381685030363385,2.157183842638521,1.0,0.0589824241113014,0.6566113483003795,0.0,2.0,False,False,False,False,False,dense_l1,False,False
33276,2022-12-16 06:30:00+00:00,short,5.0,4.0,4.3104164374674925,4.500006817769141,0.9995308203915197,0.11788328925310483,-1.0,11.0,0.41381685030363385,0.16727404523152045,1.0,0.06401221103565428,0.6024343225834589,1.0,2.0,False,False,False,False,False,dense_l1,False,False
33286,2022-12-16 09:00:00+00:00,short,4.0,2.0,3.3499516863561722,4.205211070521544,2.79353318586945,1.1513762732458013,0.0,12.0,0.0,6.028495471523351,1.0,0.12360972882608118,0.7281280196027392,1.0,1.0,False,True,False,False,False,dense_l1,False,False
33552,2022-12-19 03:30:00+00:00,short,10.0,8.0,0.46897272293311176,0.5807279618148394,1.0572719931196828,1.2287097526823312,1.0,8.0,0.9182958340544896,1.7570917210187809,1.0,0.06033221959090956,0.8283574957478542,4.0,3.0,False,True,True,True,False,dense_l1,True,False
33603,2022-12-19 16:15:00+00:00,short,6.0,3.0,0.32148047311799793,0.36584969987936306,1.1867745328662014,0.5775383610338003,1.0,11.0,0.41381685030363385,1.648009332354808,1.0,0.05112614625472403,0.886878165933005,3.0,2.0,False,True,True,True,True,dense_l1,True,False
33769,2022-12-21 09:45:00+00:00,long,6.0,3.0,1.8889899858980659,2.095908747673869,1.013839577062051,0.1614029773190778,2.0,9.0,0.8112781244591328,0.794230883488758,1.0,0.06141006794280051,0.7558151855949,4.0,2.0,False,True,True,True,True,dense_l1,True,False
33829,2022-12-22 00:45:00+00:00,long,3.0,3.0,0.9060810330077279,1.0224491130364668,1.0526901779291196,0.12423939635505621,1.0,5.0,0.9798687566511528,1.7960194367783704,1.0,0.04952541531729956,0.7117228269784208,2.0,1.0,False,False,False,False,False,dense_l1,False,False
33860,2022-12-22 08:30:00+00:00,long,6.0,4.0,0.7153635929477687,1.0923947191092518,1.1573139927858287,0.15249466460206193,-1.0,10.0,0.6500224216483541,0.6928187673462269,0.8333333333333334,0.027175140545239552,0.7968545496543249,2.0,3.0,False,True,True,False,False,dense_l1,True,False
34470,2022-12-28 17:00:00+00:00,short,3.0,2.0,2.722631329742778,5.315835518176948,0.9417225501544552,0.5474030392631376,0.0,12.0,0.0,0.7740497920639966,1.0,0.04958328519489477,0.5704692435995192,0.0,0.0,False,True,True,False,False,dense_l1,True,False
34485,2022-12-28 20:45:00+00:00,short,5.0,3.0,2.047698124766821,2.223954477390719,0.879833382365993,0.4641351296324414,0.0,12.0,0.0,0.017192373866457028,0.6666666666666666,0.018373924742427012,0.6876432028274436,2.0,2.0,False,True,True,False,False,dense_l1,True,False
34602,2022-12-30 02:00:00+00:00,short,7.0,5.0,1.1746410438772144,1.3190059599708028,0.9258751339251795,0.710669617045702,-5.0,2.0,0.6500224216483541,-0.4959074400939481,0.6666666666666666,0.019742484214984524,0.5389491199249916,1.0,6.0,False,False,False,False,False,dense_l1,False,False
34731,2022-12-31 10:15:00+00:00,long,3.0,3.0,1.2004742146741025,1.4031158329891302,1.009713373911355,0.22865222296557383,3.0,9.0,0.8112781244591328,1.5605514734784687,1.0,0.042207882572257244,0.7653680028641786,3.0,0.0,False,True,True,True,True,dense_l1,True,False
35073,2023-01-03 23:45:00+00:00,long,0.0,0.0,2.3482983271998847,2.6107656457113433,0.943963488383734,0.29693677808375746,0.0,1.0,0.41381685030363374,0.06877289462959466,0.6666666666666666,0.06447184589862304,0.28060388662993835,0.0,0.0,False,False,False,False,False,dense_l1,False,False
35167,2023-01-04 23:15:00+00:00,long,0.0,0.0,4.182114193773677,4.474260494775611,0.901976622823019,0.1889888933173721,0.0,12.0,0.0,0.6074276682405204,0.8333333333333334,0.029681129544270518,0.27406788661459913,0.0,0.0,False,False,False,False,False,dense_l1,False,False
35249,2023-01-05 19:45:00+00:00,long,2.0,2.0,1.5040006779928696,1.5875912734218667,0.9307826410561589,0.1573041601125603,0.0,4.0,0.9182958340544896,0.3346583034353762,0.8333333333333334,0.04678063076586941,0.4869226395191389,0.0,0.0,False,False,False,False,False,dense_l1,False,False
35328,2023-01-06 15:30:00+00:00,long,2.0,2.0,1.3100268099536256,1.796187142439947,1.2167856409532574,0.8836730808487347,-1.0,0.0,0.0,1.7001543578679197,1.0,0.037112956650399036,0.5038189222843978,0.0,1.0,False,False,False,False,False,dense_l1,False,False
35914,2023-01-12 18:00:00+00:00,long,1.0,1.0,2.6990621972994515,3.003593198038907,1.1809860012551834,0.7733083915805773,0.0,11.0,0.41381685030363385,2.314640971796406,1.0,0.10972313433388853,0.50542100869824,0.0,0.0,False,True,False,False,False,dense_l1,False,False
35954,2023-01-13 04:00:00+00:00,long,2.0,2.0,3.0605480708251847,3.5586623463618,0.8922410373743436,0.1047749502200216,0.0,12.0,0.0,0.20188042966100464,0.8333333333333334,0.03460359346048633,0.4593389869093044,0.0,0.0,False,True,False,False,False,dense_l1,False,False
36000,2023-01-13 15:30:00+00:00,long,7.0,5.0,1.585555164301782,1.999384926289531,1.2297074687225455,0.23756746983181196,2.0,12.0,0.0,1.302368884908722,1.0,0.058751726628848415,0.8438726313741689,3.0,1.0,False,True,True,True,True,dense_l1,True,False
36298,2023-01-16 18:00:00+00:00,long,2.0,2.0,1.2820126102028455,1.800210395641679,0.9508735389400497,1.0267210138430476,0.0,4.0,0.9182958340544896,0.6730269277776395,0.8333333333333334,0.04522472283381346,0.5654636540928384,1.0,1.0,False,False,False,False,False,dense_l1,False,False
36373,2023-01-17 12:45:00+00:00,long,6.0,4.0,1.3338011249048203,1.6914591846792941,1.0325307285566183,0.1825191341457911,0.0,11.0,0.41381685030363385,0.6255354106052923,0.6666666666666666,0.037497333787330715,0.757656189647502,2.0,2.0,False,True,True,False,False,dense_l1,True,False
36430,2023-01-18 03:00:00+00:00,long,7.0,6.0,0.897433153560495,1.3052079424246312,1.0888569297280812,0.45716227557248307,-3.0,10.0,0.6500224216483541,1.6052353315192966,0.8333333333333334,0.046801429376375686,0.7620452165327165,1.0,4.0,False,False,False,False,False,dense_l1,False,False
36559,2023-01-19 11:15:00+00:00,short,2.0,2.0,5.667426003393406,6.137101654265185,1.0246290873610315,0.3847145956042339,-2.0,10.0,0.6500224216483541,1.694045229532717,1.0,0.09072921746841894,0.4459707224845897,0.0,2.0,False,False,False,False,False,dense_l1,False,False
36987,2023-01-23 22:15:00+00:00,long,0.0,0.0,0.855467110620439,1.1290056620991262,0.8502558946218007,0.6426159776044366,0.0,4.0,0.9182958340544896,0.25849647279626614,0.6666666666666666,0.02878451558055035,0.3682094446920562,0.0,0.0,False,False,False,False,False,dense_l1,False,False
37756,2023-01-31 22:30:00+00:00,short,2.0,1.0,2.881209930390057,3.5411545860061344,1.0737741171378608,0.9572785821716888,0.0,2.0,0.6500224216483541,-0.5878535397574696,0.8333333333333334,0.057125236390593144,0.40882152456419957,1.0,1.0,False,False,False,False,False,dense_l1,False,False
37829,2023-02-01 16:45:00+00:00,short,11.0,7.0,0.3751455710776564,0.6644025990008307,0.9981272024023045,0.43743410470460814,-3.0,10.0,0.6500224216483541,0.6715188983893942,0.8333333333333334,0.02607464159236216,0.7782717138925186,2.0,5.0,False,False,False,False,False,dense_l1,False,False
38094,2023-02-04 11:00:00+00:00,long,2.0,2.0,1.1898930800899201,1.4019147080302348,0.9442505461800087,0.2085183358782797,2.0,10.0,0.6500224216483541,0.9521438364844521,1.0,0.06696926863559739,0.7191932898989215,2.0,0.0,False,True,True,True,False,dense_l1,True,False
38304,2023-02-06 15:30:00+00:00,short,5.0,4.0,1.28975886175772,1.5012550116383372,1.1165422931768694,0.4074485653590787,2.0,11.0,0.41381685030363385,0.2983711076967393,1.0,0.038214216921364105,0.8573170233582142,2.0,0.0,False,True,True,True,True,dense_l1,True,False
38335,2023-02-06 23:15:00+00:00,short,1.0,1.0,2.0829935753777793,2.359678331086314,1.2002780101404162,1.61007190180759,1.0,5.0,0.9798687566511528,2.78159723339354,1.0,0.10389575347763201,0.6093962348722222,1.0,0.0,False,False,False,False,False,dense_l1,False,False
38598,2023-02-09 17:00:00+00:00,short,3.0,3.0,2.056994777793197,2.63582542402864,1.0675481851959732,0.7551590949050885,-2.0,10.0,0.6500224216483541,0.6257393993575475,1.0,0.06456068270843848,0.6202593236842368,0.0,2.0,False,False,False,False,False,dense_l1,False,False
38668,2023-02-10 10:30:00+00:00,short,1.0,1.0,8.23897020673593,8.38800079959566,0.9254627804855093,0.7725778957330877,0.0,12.0,0.0,0.4825498407469318,0.8333333333333334,0.08736599073186742,0.3762906369916113,0.0,0.0,False,False,False,False,False,dense_l1,False,False
38905,2023-02-12 21:45:00+00:00,short,1.0,1.0,2.052759612910756,2.424534739540976,1.3565267040089268,0.8898868988362936,0.0,2.0,0.6500224216483541,3.6468795447699622,1.0,0.12003279188021239,0.45503585752641107,0.0,0.0,False,False,False,False,False,dense_l1,False,False
39151,2023-02-15 11:15:00+00:00,long,2.0,1.0,5.48327754538694,6.06412141903755,1.1129649733521458,0.3100812392397296,0.0,11.0,0.41381685030363385,1.7157302138776769,0.8333333333333334,0.08545458754836477,0.4564765609706674,0.0,0.0,False,False,False,False,False,dense_l1,False,False
39267,2023-02-16 16:15:00+00:00,long,3.0,2.0,5.915778422674265,10.000860735830464,1.6018143384128227,0.4281664999783952,1.0,11.0,0.41381685030363385,1.3142558503309716,1.0,0.08460489582863924,0.6674613932262328,1.0,0.0,False,False,False,False,False,dense_l1,False,False
39670,2023-02-20 21:00:00+00:00,long,6.0,5.0,1.0997770279341406,1.304956751571088,0.9163019729278203,0.412459434504686,-2.0,10.0,0.6500224216483541,0.3260316121533031,0.6666666666666666,0.014607435234993978,0.6981490993792927,1.0,3.0,False,False,False,False,False,dense_l1,False,False
39923,2023-02-23 12:15:00+00:00,short,2.0,2.0,4.735054339715594,5.586605998983439,1.2399046357442425,0.9029877364328956,-1.0,0.0,0.0,-0.23791311780418214,0.8333333333333334,0.0830046549450512,0.2914612426739903,0.0,1.0,False,False,False,False,False,dense_l1,False,False
39985,2023-02-24 03:45:00+00:00,short,18.0,11.0,0.3575521297171285,0.45973953724940736,0.9000208079552972,0.16707154711449568,1.0,9.0,0.8112781244591328,0.3535715090293952,0.5,-0.004565702389998603,0.748088935443387,7.0,6.0,False,False,False,False,False,dense_l1,False,False
40305,2023-02-27 11:45:00+00:00,long,2.0,2.0,4.35724230095926,4.480604070712418,0.9610813879771606,0.15183434753494496,-2.0,10.0,0.6500224216483541,0.7184414970168156,0.8333333333333334,0.060830941430150075,0.4069383052652752,0.0,2.0,False,False,False,False,False,dense_l1,False,False
40404,2023-02-28 12:30:00+00:00,long,2.0,2.0,2.3054447622534178,2.449645884836507,1.0489556472907835,0.45891201660077546,0.0,0.0,0.0,0.876936380657641,1.0,0.0818347375041283,0.4459557331884265,0.0,0.0,False,False,False,False,False,dense_l1,False,False
40648,2023-03-03 01:30:00+00:00,short,7.0,6.0,1.3741459795300406,1.6449117131151194,2.2704936720442044,1.293269388358336,0.0,10.0,0.6500224216483541,5.722765488062391,1.0,0.12386399806841818,0.8307825429460391,3.0,3.0,False,True,True,True,True,dense_l1,True,False
40718,2023-03-03 19:00:00+00:00,short,3.0,3.0,6.535380976815532,6.896356165375193,1.1197299977128081,0.4167119545123206,0.0,11.0,0.41381685030363385,1.4716059965502029,1.0,0.09692279060651328,0.6001178896050303,1.0,1.0,False,False,False,False,False,dense_l1,False,False
41014,2023-03-06 21:00:00+00:00,short,2.0,2.0,1.5464363955313214,1.8851152300807834,0.990948911745175,0.7211725512404673,-1.0,1.0,0.41381685030363374,1.0230865147651345,0.8333333333333334,0.06276696879823167,0.4724128482383708,0.0,1.0,False,False,False,False,False,dense_l1,False,False
41036,2023-03-07 02:30:00+00:00,long,11.0,6.0,0.6734287899660122,0.782039735804434,0.977463027308891,0.4673944709517284,1.0,11.0,0.41381685030363385,1.1661568537658173,1.0,0.060910489614550235,0.8314735061683838,6.0,5.0,False,True,True,True,True,dense_l1,True,False
41147,2023-03-08 06:15:00+00:00,short,3.0,2.0,1.5274723004832944,1.69385822721367,1.1215329998872527,0.753227876533605,1.0,9.0,0.8112781244591328,0.8671375291270814,1.0,0.06672652653374692,0.7360599248691024,2.0,1.0,False,True,True,True,True,dense_l1,True,False
41197,2023-03-08 18:45:00+00:00,short,5.0,3.0,0.5629203064118746,0.593929766739643,0.9524381384923694,1.0384983263555243,0.0,12.0,0.0,0.22759021040791208,1.0,0.034906027100828095,0.822952206926708,1.0,1.0,False,True,True,True,True,dense_l1,True,False
41213,2023-03-08 22:45:00+00:00,short,6.0,4.0,0.615264739301746,0.7725235223999624,1.0679919125006687,0.3531539823520507,1.0,12.0,0.0,1.463306021129277,1.0,0.03935975847899285,0.853019539171241,3.0,2.0,False,True,True,True,True,dense_l1,True,False
41285,2023-03-09 16:45:00+00:00,short,0.0,0.0,2.505413122660543,3.305154575428014,1.1892497100703139,0.7095474466570401,0.0,12.0,0.0,1.5420247640852305,1.0,0.05090632052878955,0.43604839736269607,0.0,0.0,False,False,False,False,False,dense_l1,False,False
41575,2023-03-12 17:15:00+00:00,long,4.0,3.0,1.7669500543451264,2.1293402384357965,2.052532205169079,0.4130211791848825,-1.0,11.0,0.41381685030363385,4.198496318870534,1.0,0.07177565429580703,0.778175405538309,1.0,2.0,False,True,True,False,False,dense_l1,True,False
41744,2023-03-14 11:30:00+00:00,long,3.0,3.0,4.4223303648843215,4.7671603293081155,1.1167497505228126,0.23383959165757448,0.0,11.0,0.41381685030363385,1.176914516717182,1.0,0.07129937806007232,0.5836375931400679,1.0,1.0,False,False,False,False,False,dense_l1,False,False
42062,2023-03-17 19:00:00+00:00,long,2.0,2.0,2.850498892359411,3.6111707105705477,0.9724747745380311,0.21477826284669788,-1.0,11.0,0.41381685030363385,1.4945606418353607,0.8333333333333334,0.041773591787476576,0.47906816428294374,0.0,1.0,False,True,True,False,False,dense_l1,True,False
42778,2023-03-25 06:00:00+00:00,short,3.0,3.0,4.580377441144774,4.71518556968891,1.0138333857584148,0.16168229188968583,-2.0,11.0,0.41381685030363385,0.9971708084747364,1.0,0.08976913280973638,0.5166005078641709,0.0,2.0,False,False,False,False,False,dense_l1,False,False
42944,2023-03-26 23:30:00+00:00,long,2.0,1.0,2.0771678102709283,2.203314736598962,1.0319822113275736,0.8418440215897078,0.0,10.0,0.6500224216483541,1.1487692126987044,1.0,0.0676317266912453,0.5528607282266953,0.0,0.0,False,True,True,True,False,dense_l1,True,False
43265,2023-03-30 07:45:00+00:00,long,3.0,2.0,0.9063595628980584,1.0819983113170515,0.966087417325191,0.20458342917067598,-1.0,5.0,0.9798687566511528,0.8318319368813106,0.8333333333333334,0.01625894935050312,0.5836321962866635,0.0,1.0,False,False,False,False,False,dense_l1,False,False
44027,2023-04-07 06:15:00+00:00,short,4.0,3.0,1.5748308630586108,2.0067890066982534,1.0083890774479625,0.3269948027277682,-1.0,11.0,0.41381685030363385,0.9707591156501121,1.0,0.06927409636826233,0.7586801746402448,1.0,2.0,False,True,True,False,False,dense_l1,True,False
44760,2023-04-14 21:30:00+00:00,long,1.0,1.0,3.17250339529718,3.4581089077162472,0.9511361234074,0.3436612618458859,1.0,9.0,0.8112781244591328,0.6703268160606705,0.8333333333333334,0.08832192637810804,0.5263680943959833,1.0,0.0,False,True,False,False,False,dense_l1,False,False
44803,2023-04-15 08:15:00+00:00,long,3.0,3.0,3.670255007492484,4.12140575113786,1.053070637488679,0.14385722349969599,0.0,5.0,0.9798687566511528,-0.28968943120848556,0.8333333333333334,0.046753280835208445,0.4435388163279978,1.0,1.0,False,False,False,False,False,dense_l1,False,False
44933,2023-04-16 16:45:00+00:00,long,2.0,2.0,1.1176582475804504,1.250593474974558,1.040759988654376,0.5491807878275102,0.0,3.0,0.8112781244591328,0.699353511666562,0.8333333333333334,0.027932483988559773,0.5060562435796513,0.0,0.0,False,False,False,False,False,dense_l1,False,False
45298,2023-04-20 12:00:00+00:00,short,4.0,3.0,4.661298128593784,5.050274625752185,1.073581630149053,0.6875065475743299,-1.0,11.0,0.41381685030363385,0.7376301151382104,1.0,0.10040114245935743,0.5948304630441228,0.0,1.0,False,False,False,False,False,dense_l1,False,False
45369,2023-04-21 05:45:00+00:00,short,4.0,3.0,2.0371700356536357,2.3614880085209715,1.008223620355459,0.6625482439920404,-1.0,11.0,0.41381685030363385,2.2084109291319765,0.8333333333333334,0.07432983544370676,0.6808346272711716,0.0,1.0,False,True,True,False,False,dense_l1,True,False
45475,2023-04-22 08:15:00+00:00,short,3.0,3.0,7.571270797532048,7.971459458490478,0.9359088832216373,0.7844746050458488,-2.0,10.0,0.6500224216483541,1.1708824074619857,1.0,0.1256843090169337,0.5004024296700476,0.0,2.0,False,False,False,False,False,dense_l1,False,False
45661,2023-04-24 06:45:00+00:00,short,3.0,3.0,1.0293754145892582,1.3572573642313757,1.0862244966666688,0.6033000479208094,3.0,9.0,0.8112781244591328,1.9482141107466593,1.0,0.06997457961713872,0.8053707264530501,3.0,0.0,False,True,True,True,True,dense_l1,True,False
45697,2023-04-24 15:45:00+00:00,short,1.0,1.0,1.361591290302348,2.3520728203038326,1.0830014961142989,0.37866319454049263,0.0,12.0,0.0,1.623112906618598,1.0,0.057232845940590166,0.5573900568368313,0.0,0.0,False,True,False,False,False,dense_l1,False,False
45738,2023-04-25 02:00:00+00:00,short,0.0,0.0,1.7638449530743678,2.1200979562558935,0.9548664585887502,0.21996420283681725,0.0,12.0,0.0,1.0067380600662377,1.0,0.03683801197267363,0.43698133207026524,0.0,0.0,False,False,False,False,False,dense_l1,False,False
45944,2023-04-27 05:30:00+00:00,long,6.0,6.0,1.3039297098795606,1.376797151832672,0.8735093507350722,0.2782486072192151,5.0,11.0,0.41381685030363385,0.3312687351041917,0.8333333333333334,0.021249895798881178,0.7974380807258499,5.0,0.0,False,True,True,True,True,dense_l1,True,False
46039,2023-04-28 05:15:00+00:00,long,3.0,3.0,1.590164331158604,1.740869691433367,0.8996925367391029,0.14474436649509545,-1.0,11.0,0.41381685030363385,0.7233228674499376,1.0,0.06003854351761184,0.6307991111999127,0.0,1.0,False,True,True,False,False,dense_l1,True,False
46533,2023-05-03 08:45:00+00:00,long,0.0,0.0,4.210691487764501,4.68337655918271,1.084569471916324,0.36129651309902305,0.0,10.0,0.6500224216483541,0.5006491796555657,1.0,0.07026639274621206,0.3175471421199748,0.0,0.0,False,False,False,False,False,dense_l1,False,False
46569,2023-05-03 17:45:00+00:00,long,9.0,8.0,1.0091753199354714,1.1723366488625395,1.387258490125972,1.0083014482322754,-1.0,8.0,0.9182958340544896,1.4712897183775864,1.0,0.08402371070321096,0.8138461235983018,3.0,4.0,False,True,True,False,False,dense_l1,True,False
46698,2023-05-05 02:00:00+00:00,long,0.0,0.0,3.4739583029542405,3.836460424271536,1.3887425045338175,0.6348365930240871,0.0,1.0,0.41381685030363374,0.8103708108850486,0.8333333333333334,0.10130406344867626,0.28287760606536,0.0,0.0,False,False,False,False,False,dense_l1,False,False
46976,2023-05-07 23:30:00+00:00,short,4.0,3.0,1.8182861864728428,2.246168036314688,1.0527043188075351,0.39457853522899206,-1.0,1.0,0.41381685030363374,0.19888711770251585,0.6666666666666666,0.015578837536973917,0.5501622699530667,0.0,1.0,False,False,False,False,False,dense_l1,False,False
47049,2023-05-08 17:45:00+00:00,short,4.0,3.0,2.924385549065064,3.2464526289282714,1.2192142290696255,0.770860771973434,-2.0,11.0,0.41381685030363385,3.137327932901306,1.0,0.07061628379977675,0.6634444138916272,0.0,2.0,False,False,False,False,False,dense_l1,False,False
47243,2023-05-10 18:15:00+00:00,short,2.0,2.0,2.440286394274637,3.4969729282467736,1.2826227472592229,1.995827665251164,1.0,2.0,0.6500224216483541,1.2179864451338243,1.0,0.08744166178803507,0.6104664723086904,1.0,0.0,False,False,False,False,False,dense_l1,False,False
47659,2023-05-15 02:15:00+00:00,long,10.0,7.0,1.034190700232149,1.4331752618288232,1.2497381571076205,1.3112596630584343,4.0,10.0,0.6500224216483541,2.348656281743182,1.0,0.11095738412351448,0.8832797479021574,6.0,2.0,False,True,True,True,True,dense_l1,True,False
47717,2023-05-15 16:45:00+00:00,long,3.0,3.0,2.4687912799150014,3.4710869686479158,1.1270377017184963,0.5413287648215073,-1.0,11.0,0.41381685030363385,0.9498166195445613,1.0,0.05482092881402716,0.6081465997409278,0.0,1.0,False,True,True,False,False,dense_l1,True,False
47973,2023-05-18 08:45:00+00:00,long,5.0,4.0,2.1243748722240814,2.4231895547910662,1.0366135101753546,0.404455405176396,-1.0,11.0,0.41381685030363385,0.7182610765849186,1.0,0.046040014990849164,0.7142224408201748,1.0,2.0,False,True,True,False,False,dense_l1,True,False
48813,2023-05-27 02:45:00+00:00,long,2.0,2.0,5.094696106353739,5.6315774962696485,1.1560719922235918,0.2456181718229873,0.0,12.0,0.0,1.5272355031845692,0.8333333333333334,0.06322788182123817,0.4597370082565434,0.0,0.0,False,False,False,False,False,dense_l1,False,False
49165,2023-05-30 18:45:00+00:00,long,6.0,5.0,1.0716341381753025,1.54521634693154,0.9747137547832343,0.1377505817539631,-2.0,10.0,0.6500224216483541,0.5788753385127557,0.8333333333333334,0.018371859841466567,0.7218043029498405,1.0,3.0,False,False,False,False,False,dense_l1,False,False
49377,2023-06-01 23:45:00+00:00,short,2.0,2.0,1.2446225138230467,1.4950702262604296,1.044243730560668,0.8082518408775066,0.0,3.0,0.8112781244591328,0.6323414371559539,0.8333333333333334,0.052000783263902645,0.5762079986594364,1.0,1.0,False,False,False,False,False,dense_l1,False,False
49443,2023-06-02 16:15:00+00:00,long,1.0,1.0,2.710669849184349,3.35219455059034,0.9352515868365142,0.23999516155483422,0.0,12.0,0.0,-0.03985179732122341,0.8333333333333334,0.03338925478485628,0.3621678124430521,0.0,0.0,False,False,False,False,False,dense_l1,False,False
49647,2023-06-04 19:15:00+00:00,long,2.0,2.0,1.4830064523367599,1.5316295343896216,0.9279891329852649,0.3904055587797652,0.0,12.0,0.0,0.960925862400334,0.8333333333333334,0.0300844362802891,0.5606965047664142,0.0,0.0,False,True,True,True,False,dense_l1,True,False
50053,2023-06-09 00:45:00+00:00,short,3.0,3.0,2.0642454176401928,2.189033978422483,0.9554757339935559,0.33109540609252935,-1.0,1.0,0.41381685030363374,-0.322130223206748,0.8333333333333334,0.031233048206696163,0.4147983999631662,0.0,1.0,False,False,False,False,False,dense_l1,False,False
50693,2023-06-15 16:45:00+00:00,short,1.0,1.0,8.11383398106379,8.617102017864346,0.903202881189215,1.1264917952367184,0.0,12.0,0.0,0.38303264574240303,0.8333333333333334,0.061301329453289706,0.35652211442745424,0.0,0.0,False,False,False,False,False,dense_l1,False,False
51083,2023-06-19 18:15:00+00:00,long,4.0,4.0,1.3128278393011446,1.818370450458411,1.3228190136547633,2.2283614027099774,1.0,3.0,0.8112781244591328,1.5228277550263967,1.0,0.06143463110625839,0.7584282378184233,2.0,1.0,False,False,False,False,False,dense_l1,False,False
